question,topic,crop,agro_zone,document_id,reference_answer,QuestionId
Which crops does IITA primarily focus on for crop improvement?,crop_diseases,general,sub_humid,doc_dis_245,"IITA's crop improvement programs focus primarily on cassava, maize and cowpeas, with yams, soybeans and plantains also being major research concerns.",737
What benefits can I expect from using improved maize varieties?,general,maize,sub_humid,doc_gen_293,"Improved maize varieties can increase my income, lower my workload, and improve food security.",738
How does the consistency of policy use affect food price volatility in Kenya?,general,general,semi_arid,doc_gen_294,Consistent use of policy instruments is key to reducing food price volatility; irregular application tends to maintain high price swings.,739
"Which altitude, low or intermediate, gives cassava with higher peak viscosity?",general,cassava,sub_humid,doc_gen_295,Intermediate altitude (above 900 m a.s.l.) gives cassava with higher peak viscosity than low altitude.,740
What can I learn from the first two years of tree growth in a study that compared different irrigation regimes?,water_management,general,semi_arid,doc_wat_060,"In that study, researchers observed how tree growth morphology changed in the first two years under both limited and well-watered conditions, showing how different genotypes responded to soil water restriction.",741
What traits do male and female farmers in sub-humid zones prefer in maize varieties?,general,maize,sub_humid,doc_gen_297,"They favor varieties that give high yield, good postharvest qualities, improved nutrition, and better processing characteristics.",742
Where did Esther get a loan from?,general,general,sub_humid,doc_gen_298,She got a loan from a savings and credit organization.,743
Does growing coffee at higher altitude or under more shade reduce the risk of African coffee white stem borer damage?,pests,general,sub_humid,doc_pes_029,"Yes, higher altitude and increased shade help limit CWSB development by affecting its minimum temperature, reducing infestation.",744
How much more grain can I produce if I grow the doubled-up legume intercrop instead of just one crop?,fertiliser,general,highland,doc_fer_114,"The system can double your grain yield, giving up to 40 % more grain per unit area.",745
How can we improve coordination of extension services in our community?,general,general,highland,doc_gen_299,The study uses relational coordination theory to guide strengthening coordination in extension services delivery.,746
How can I use AI or remote sensing to monitor the spread of Prosopis juliflora in my rangelands?,climate_adaptation,general,highland,doc_cli_204,"Use AI and remote sensing to analyze weather, land cover, and biophysical data to distinguish Prosopis juliflora from native vegetation.",747
How does water scarcity affect the health of my livestock?,climate_adaptation,livestock,semi_arid,doc_cli_205,"Water scarcity can harm livestock health by limiting drinking water, leading to dehydration, weakened immunity, and increased disease risk.",748
How can I prevent gully erosion in my fields?,soil_health,general,sub_humid,doc_soi_032,"Use graded contour banks, which help stop gully erosion.",749
እንባት ምርት በሚኖሩበት ተቀናበር የተለየ የመሬት አይነት የሚፈልጋቸው የአይነት ጉዞ በዓለም ላይ ምን ይፈልጋሉ?,livestock,livestock,"highland, sub_humid",doc_liv_194,ይህ የሳር ዘር በጥሩ ሁኔታ የተለያዩ መሬት አይነቶች ላይ በተከተለው ፈውስ ተስማሚ ነው፤ ከpH 3.5 ድርሻ እስከ ተደርሰ የቀይ መሬት ድምር ማድረግ ይችላል።,750
What is climate-smart agriculture and why is it important for smallholder farmers in sub-humid zones?,climate_adaptation,general,sub_humid,doc_cli_206,"Climate-smart agriculture (CSA) is a strategy that helps farmers adapt to climate change by making food systems more resilient and sustainable, addressing challenges that affect smallholder farmers in sub-Saharan Africa.",751
How well do indigenous Nigerian chickens survive in harsh tropical climates?,crop_diseases,livestock,"semi_arid, sub_humid",doc_dis_248,"Indigenous Nigerian chickens can survive long arid seasons, excessive rain, humidity, and extreme heat, showing resilience to disease challenges.",752
What is the best population density and nitrogen fertilisation combination for growing sorghum in Mali's semi-arid agro-zone?,fertiliser,sorghum,semi_arid,doc_fer_115,"The study identified the optimum combinations of population density and nitrogen fertilisation for the eight locally available sorghum varieties, but specific values are not provided in the excerpt.",753
What factors should I consider when managing soil fertility on my small farm?,fertiliser,general,sub_humid,doc_fer_116,"Look beyond topsoil chemicals-include climate, pests, markets, and how these interact with your crops and soils for practical fertility decisions.",754
"How do planting basins help with drought, and what is needed to make them work?",climate_adaptation,general,semi_arid,doc_cli_208,"Planting basins hold water for crops during droughts, but creating and maintaining them requires significant labour.",755
How did Tanzania's poverty rate change between 2001 and 2007?,fertiliser,general,highland,doc_fer_117,It fell from 35.7 % to 33.6 %.,756
What percentage of bean farmers produce beans before they have identified buyers?,general,beans,highland,doc_gen_301,94% of the farmers produced beans before identifying buyers.,757
When during the year are GHS-Panel households surveyed for post-harvest data?,post_harvest,general,sub_humid,doc_pos_010,"GHS-Panel households are visited twice, the first visit occurring after the planting season, between July.",758
How will the project help farmers increase their access to diverse nutrient-rich foods?,fertiliser,general,highland,doc_fer_021,By conducting a study on the cost of the recommended diet in Ethiopia to support nutrition-sensitive agricultural policies.,759
